2023-12-24 20:28:28.241 ,9128283H1,99-001,10000000,20000000,99-00+,10000000,20000000,
2023-12-24 20:28:28.241 ,9128283H1,99-002,20000000,40000000,99-006,20000000,40000000,
2023-12-24 20:28:28.241 ,9128283H1,99-003,10000000,20000000,99-007,10000000,20000000,
2023-12-24 20:28:28.241 ,9128283H1,99-00+,20000000,40000000,99-007,20000000,40000000,
2023-12-24 20:28:28.241 ,9128283H1,99-005,10000000,20000000,99-007,10000000,20000000,
2023-12-24 20:28:28.241 ,9128283H1,99-006,20000000,40000000,99-010,20000000,40000000,
2023-12-24 20:28:28.241 ,9128283H1,99-007,10000000,20000000,99-012,10000000,20000000,
2023-12-24 20:28:28.241 ,9128283H1,99-010,20000000,40000000,99-01+,20000000,40000000,
2023-12-24 20:28:28.241 ,9128283H1,99-011,10000000,20000000,99-015,10000000,20000000,
2023-12-24 20:28:28.241 ,9128283H1,99-012,20000000,40000000,99-015,20000000,40000000,
2023-12-24 20:28:28.241 ,9128283H1,99-013,10000000,20000000,99-015,10000000,20000000,
2023-12-24 20:28:28.241 ,9128283H1,99-01+,20000000,40000000,99-016,20000000,40000000,
2023-12-24 20:28:28.241 ,9128283H1,99-015,10000000,20000000,99-020,10000000,20000000,
2023-12-24 20:28:28.241 ,9128283H1,99-016,20000000,40000000,99-022,20000000,40000000,
2023-12-24 20:28:28.241 ,9128283H1,99-017,10000000,20000000,99-023,10000000,20000000,
2023-12-24 20:28:28.241 ,9128283H1,99-020,20000000,40000000,99-023,20000000,40000000,
2023-12-24 20:28:28.241 ,9128283H1,99-021,10000000,20000000,99-023,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-022,20000000,40000000,99-02+,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-023,10000000,20000000,99-026,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-02+,20000000,40000000,99-030,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-025,10000000,20000000,99-031,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-026,20000000,40000000,99-031,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-027,10000000,20000000,99-031,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-030,20000000,40000000,99-032,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-031,10000000,20000000,99-03+,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-032,20000000,40000000,99-036,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-033,10000000,20000000,99-037,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-03+,20000000,40000000,99-037,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-035,10000000,20000000,99-037,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-036,20000000,40000000,99-040,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-037,10000000,20000000,99-042,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-040,20000000,40000000,99-04+,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-041,10000000,20000000,99-045,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-042,20000000,40000000,99-045,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-043,10000000,20000000,99-045,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-04+,20000000,40000000,99-046,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-045,10000000,20000000,99-050,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-046,20000000,40000000,99-052,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-047,10000000,20000000,99-053,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-050,20000000,40000000,99-053,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-051,10000000,20000000,99-053,10000000,20000000,
2023-12-24 20:28:28.242 ,9128283H1,99-052,20000000,40000000,99-05+,20000000,40000000,
2023-12-24 20:28:28.242 ,9128283H1,99-053,10000000,20000000,99-056,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-05+,20000000,40000000,99-060,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-055,10000000,20000000,99-061,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-056,20000000,40000000,99-061,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-057,10000000,20000000,99-061,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-060,20000000,40000000,99-062,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-061,10000000,20000000,99-06+,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-062,20000000,40000000,99-066,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-063,10000000,20000000,99-067,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-06+,20000000,40000000,99-067,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-065,10000000,20000000,99-067,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-066,20000000,40000000,99-070,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-067,10000000,20000000,99-072,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-070,20000000,40000000,99-07+,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-071,10000000,20000000,99-075,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-072,20000000,40000000,99-075,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-073,10000000,20000000,99-075,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-07+,20000000,40000000,99-076,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-075,10000000,20000000,99-080,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-076,20000000,40000000,99-082,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-077,10000000,20000000,99-083,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-080,20000000,40000000,99-083,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-081,10000000,20000000,99-083,10000000,20000000,
2023-12-24 20:28:28.243 ,9128283H1,99-082,20000000,40000000,99-08+,20000000,40000000,
2023-12-24 20:28:28.243 ,9128283H1,99-083,10000000,20000000,99-086,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-08+,20000000,40000000,99-090,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-085,10000000,20000000,99-091,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-086,20000000,40000000,99-091,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-087,10000000,20000000,99-091,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-090,20000000,40000000,99-092,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-091,10000000,20000000,99-09+,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-092,20000000,40000000,99-096,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-093,10000000,20000000,99-097,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-09+,20000000,40000000,99-097,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-095,10000000,20000000,99-097,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-096,20000000,40000000,99-100,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-097,10000000,20000000,99-102,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-100,20000000,40000000,99-10+,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-101,10000000,20000000,99-105,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-102,20000000,40000000,99-105,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-103,10000000,20000000,99-105,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-10+,20000000,40000000,99-106,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-105,10000000,20000000,99-110,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-106,20000000,40000000,99-112,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-107,10000000,20000000,99-113,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-110,20000000,40000000,99-113,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-111,10000000,20000000,99-113,10000000,20000000,
2023-12-24 20:28:28.244 ,9128283H1,99-112,20000000,40000000,99-11+,20000000,40000000,
2023-12-24 20:28:28.244 ,9128283H1,99-113,10000000,20000000,99-116,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-11+,20000000,40000000,99-120,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-115,10000000,20000000,99-121,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-116,20000000,40000000,99-121,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-117,10000000,20000000,99-121,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-120,20000000,40000000,99-122,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-121,10000000,20000000,99-12+,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-122,20000000,40000000,99-126,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-123,10000000,20000000,99-127,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-12+,20000000,40000000,99-127,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-125,10000000,20000000,99-127,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-126,20000000,40000000,99-130,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-127,10000000,20000000,99-132,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-130,20000000,40000000,99-13+,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-131,10000000,20000000,99-135,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-132,20000000,40000000,99-135,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-133,10000000,20000000,99-135,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-13+,20000000,40000000,99-136,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-135,10000000,20000000,99-140,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-136,20000000,40000000,99-142,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-137,10000000,20000000,99-143,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-140,20000000,40000000,99-143,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-141,10000000,20000000,99-143,10000000,20000000,
2023-12-24 20:28:28.245 ,9128283H1,99-142,20000000,40000000,99-14+,20000000,40000000,
2023-12-24 20:28:28.245 ,9128283H1,99-143,10000000,20000000,99-146,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-14+,20000000,40000000,99-150,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-145,10000000,20000000,99-151,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-146,20000000,40000000,99-151,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-147,10000000,20000000,99-151,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-150,20000000,40000000,99-152,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-151,10000000,20000000,99-15+,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-152,20000000,40000000,99-156,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-153,10000000,20000000,99-157,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-15+,20000000,40000000,99-157,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-155,10000000,20000000,99-157,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-156,20000000,40000000,99-160,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-157,10000000,20000000,99-162,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-160,20000000,40000000,99-16+,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-161,10000000,20000000,99-165,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-162,20000000,40000000,99-165,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-163,10000000,20000000,99-165,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-16+,20000000,40000000,99-166,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-165,10000000,20000000,99-170,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-166,20000000,40000000,99-172,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-167,10000000,20000000,99-173,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-170,20000000,40000000,99-173,20000000,40000000,
2023-12-24 20:28:28.246 ,9128283H1,99-171,10000000,20000000,99-173,10000000,20000000,
2023-12-24 20:28:28.246 ,9128283H1,99-172,20000000,40000000,99-17+,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-173,10000000,20000000,99-176,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-17+,20000000,40000000,99-180,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-175,10000000,20000000,99-181,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-176,20000000,40000000,99-181,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-177,10000000,20000000,99-181,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-180,20000000,40000000,99-182,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-181,10000000,20000000,99-18+,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-182,20000000,40000000,99-186,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-183,10000000,20000000,99-187,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-18+,20000000,40000000,99-187,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-185,10000000,20000000,99-187,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-186,20000000,40000000,99-190,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-187,10000000,20000000,99-192,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-190,20000000,40000000,99-19+,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-191,10000000,20000000,99-195,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-192,20000000,40000000,99-195,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-193,10000000,20000000,99-195,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-19+,20000000,40000000,99-196,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-195,10000000,20000000,99-200,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-196,20000000,40000000,99-202,20000000,40000000,
2023-12-24 20:28:28.247 ,9128283H1,99-197,10000000,20000000,99-203,10000000,20000000,
2023-12-24 20:28:28.247 ,9128283H1,99-200,20000000,40000000,99-203,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-201,10000000,20000000,99-203,10000000,20000000,
2023-12-24 20:28:28.248 ,9128283H1,99-202,20000000,40000000,99-20+,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-203,10000000,20000000,99-206,10000000,20000000,
2023-12-24 20:28:28.248 ,9128283H1,99-20+,20000000,40000000,99-210,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-205,10000000,20000000,99-211,10000000,20000000,
2023-12-24 20:28:28.248 ,9128283H1,99-206,20000000,40000000,99-211,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-207,10000000,20000000,99-211,10000000,20000000,
2023-12-24 20:28:28.248 ,9128283H1,99-210,20000000,40000000,99-212,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-211,10000000,20000000,99-21+,10000000,20000000,
2023-12-24 20:28:28.248 ,9128283H1,99-212,20000000,40000000,99-216,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-213,10000000,20000000,99-217,10000000,20000000,
2023-12-24 20:28:28.248 ,9128283H1,99-21+,20000000,40000000,99-217,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-215,10000000,20000000,99-217,10000000,20000000,
2023-12-24 20:28:28.248 ,9128283H1,99-216,20000000,40000000,99-220,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-217,10000000,20000000,99-222,10000000,20000000,
2023-12-24 20:28:28.248 ,9128283H1,99-220,20000000,40000000,99-22+,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-221,10000000,20000000,99-225,10000000,20000000,
2023-12-24 20:28:28.248 ,9128283H1,99-222,20000000,40000000,99-225,20000000,40000000,
2023-12-24 20:28:28.248 ,9128283H1,99-223,10000000,20000000,99-225,10000000,20000000,
2023-12-24 20:28:28.249 ,9128283H1,99-22+,20000000,40000000,99-226,20000000,40000000,
2023-12-24 20:28:28.249 ,9128283H1,99-225,10000000,20000000,99-230,10000000,20000000,
2023-12-24 20:28:28.249 ,9128283H1,99-226,20000000,40000000,99-232,20000000,40000000,
2023-12-24 20:28:28.249 ,9128283H1,99-227,10000000,20000000,99-233,10000000,20000000,
2023-12-24 20:28:28.249 ,9128283H1,99-230,20000000,40000000,99-233,20000000,40000000,
